threshold,roc_auc,pr_auc,precision,recall,f1,accuracy,balanced_accuracy,specificity,fpr,fnr,tp,fp,tn,fn,policy
0.2970518353910392,0.9795419253556353,0.9744318822738446,0.9809626436781609,0.9076105018278497,0.9428620749180044,0.9666196046793062,0.9499685634953641,0.9923266251628783,0.007673374837121761,0.09238949817215021,2731,53,6854,278,best_f1
0.14610684251303227,0.9795419253556353,0.9744318822738446,0.9463381707728653,0.9318710535061482,0.9390488948425988,0.963291649858814,0.9544254644973915,0.9769798754886347,0.023020124511365283,0.06812894649385177,2804,159,6748,205,fpr_cap_0.02
0.7551697518232626,0.9795419253556353,0.9744318822738446,0.991941391941392,0.899966766367564,0.9437184178428297,0.9674263816054861,0.948390795953436,0.996814825539308,0.0031851744606920516,0.10003323363243602,2708,22,6885,301,recall_target_0.95
